,Carrier Code,Date (MM/DD/YYYY),Flight Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Taxi-In time (Minutes),Delay Carrier (Minutes)_x,Delay Weather (Minutes)_x,Delay National Aviation System (Minutes)_x,Delay Security (Minutes)_x,Delay Late Aircraft Arrival (Minutes)_x,scheduled_arrival_time,actual_arrival_time,date_x,date_time_x,app_temp_x,dewpt_x,precip_rate_x,rh_x,temp_x,uv_x,vis_x,weather.code_x,wind_gust_spd_x,wind_spd_x,timestamp_local_x,snow_rate_x,key_x,date_time_map_x,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Taxi-Out time (Minutes),Delay Carrier (Minutes)_y,Delay Weather (Minutes)_y,Delay National Aviation System (Minutes)_y,Delay Security (Minutes)_y,Delay Late Aircraft Arrival (Minutes)_y,scheduled_departure_time,actual_departure_time,date_y,date_time_y,app_temp_y,dewpt_y,precip_rate_y,rh_y,temp_y,uv_y,vis_y,weather.code_y,wind_gust_spd_y,wind_spd_y,timestamp_local_y,snow_rate_y,key_y,date_time_map_y,diff
950,OO,03/30/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-03-30 14:34:00,2020-03-30 00:00:00,2020-03-30,2020-03-30 14:34:00,9.4,5.0,0.0,74,9.4,1.9,16,804,9.6,5.15,2020-03-30 14:30:00,0.0,SYR,2020-03-30 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-03-30 12:45:00,2020-03-30 01:00:00,2020-03-30,2020-03-30 11:45:00,8.9,0.6,0.0,56,8.9,2.6,16,804,10.3,7.2,2020-03-30 11:45:00,0.0,ORD,2020-03-30 11:45:00,-60.0
952,OO,03/30/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-03-30 17:55:00,2020-03-30 00:00:00,2020-03-30,2020-03-30 17:55:00,7.8,5.4,0.5,85,7.8,0.6,16,804,4.8,3.1,2020-03-30 18:00:00,0.0,SYR,2020-03-30 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-03-30 16:06:00,2020-03-30 01:00:00,2020-03-30,2020-03-30 15:06:00,9.3,0.5,0.0,54,9.3,1.7,16,804,9.2,5.67,2020-03-30 15:00:00,0.0,ORD,2020-03-30 15:00:00,-60.0
956,UA,03/30/2020,2039,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-03-30 20:48:00,2020-03-30 00:00:00,2020-03-30,2020-03-30 20:48:00,7.8,5.0,0.5,88,6.8,0.0,16,804,1.7,0.52,2020-03-30 20:45:00,0.0,SYR,2020-03-30 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-03-30 19:00:00,2020-03-30 01:00:00,2020-03-30,2020-03-30 18:00:00,4.2,0.4,0.0,63,6.9,0.6,16,804,8.4,4.09,2020-03-30 18:00:00,0.0,ORD,2020-03-30 18:00:00,-60.0
957,AA,03/30/2020,1662,ORD,21:40,00:00,106,0,0,0,0,0,0,0,0,2020-03-30 21:40:00,2020-03-30 00:00:00,2020-03-30,2020-03-30 21:40:00,4.5,4.4,0.25,88,6.3,0.0,16,804,2.32,2.32,2020-03-30 21:45:00,0.0,SYR,2020-03-30 21:45:00,SYR,18:54,00:00,106,0,0,0,0,0,0,0,0,2020-03-30 19:54:00,2020-03-30 01:00:00,2020-03-30,2020-03-30 18:54:00,3.2,-0.2,0.0,64,6.1,0.5,16,804,8.0,4.09,2020-03-30 19:00:00,0.0,ORD,2020-03-30 19:00:00,-60.0
960,OO,03/31/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-03-31 10:55:00,2020-03-31 00:00:00,2020-03-31,2020-03-31 10:55:00,3.4,3.8,0.0,85,6.1,1.6,16,804,8.0,3.6,2020-03-31 11:00:00,0.0,SYR,2020-03-31 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-03-31 09:04:00,2020-03-31 01:00:00,2020-03-31,2020-03-31 08:04:00,-1.6,-0.6,0.0,77,3.0,0.6,15,804,9.2,5.8,2020-03-31 08:00:00,0.0,ORD,2020-03-31 08:00:00,-60.0
962,OO,03/31/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-03-31 14:34:00,2020-03-31 00:00:00,2020-03-31,2020-03-31 14:34:00,9.2,2.5,0.0,63,9.2,2.4,16,804,5.6,3.34,2020-03-31 14:30:00,0.0,SYR,2020-03-31 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-03-31 12:45:00,2020-03-31 01:00:00,2020-03-31,2020-03-31 11:45:00,0.5,0.6,0.0,76,4.4,2.0,16,804,8.7,5.09,2020-03-31 11:45:00,0.0,ORD,2020-03-31 11:45:00,-60.0
963,OO,03/31/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-03-31 17:55:00,2020-03-31 00:00:00,2020-03-31,2020-03-31 17:55:00,10.6,0.9,0.0,51,10.6,0.8,16,804,6.0,3.1,2020-03-31 18:00:00,0.0,SYR,2020-03-31 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-03-31 16:06:00,2020-03-31 01:00:00,2020-03-31,2020-03-31 15:06:00,1.4,0.6,0.0,70,5.6,1.7,16,804,9.6,6.7,2020-03-31 15:00:00,0.0,ORD,2020-03-31 15:00:00,-60.0
968,UA,03/31/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-03-31 20:48:00,2020-03-31 00:00:00,2020-03-31,2020-03-31 20:48:00,6.2,5.0,0.0,87,7.0,0.0,16,804,4.1,1.5,2020-03-31 20:45:00,0.0,SYR,2020-03-31 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-03-31 19:00:00,2020-03-31 01:00:00,2020-03-31,2020-03-31 18:00:00,-0.5,0.4,0.0,76,4.3,0.6,16,804,9.6,7.07,2020-03-31 18:00:00,0.0,ORD,2020-03-31 18:00:00,-60.0
972,OO,04/01/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-01 10:55:00,2020-04-01 00:00:00,2020-04-01,2020-04-01 10:55:00,7.8,-0.7,0.0,55,7.8,4.3,16,802,7.2,3.1,2020-04-01 11:00:00,0.0,SYR,2020-04-01 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-01 09:04:00,2020-04-01 01:00:00,2020-04-01,2020-04-01 08:04:00,1.7,0.9,0.0,79,4.3,0.6,16,804,6.0,2.85,2020-04-01 08:00:00,0.0,ORD,2020-04-01 08:00:00,-60.0
975,OO,04/01/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-01 14:34:00,2020-04-01 00:00:00,2020-04-01,2020-04-01 14:34:00,8.3,-3.2,0.0,44,8.3,5.1,16,802,10.3,5.7,2020-04-01 14:30:00,0.0,SYR,2020-04-01 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-01 12:45:00,2020-04-01 01:00:00,2020-04-01,2020-04-01 11:45:00,8.9,2.7,0.0,65,8.9,2.6,16,804,6.1,1.5,2020-04-01 11:45:00,0.0,ORD,2020-04-01 11:45:00,-60.0
976,OO,04/01/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-04-01 17:55:00,2020-04-01 00:00:00,2020-04-01,2020-04-01 17:55:00,7.8,-4.0,0.0,43,7.8,1.3,16,803,11.3,8.19,2020-04-01 18:00:00,0.0,SYR,2020-04-01 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-04-01 16:06:00,2020-04-01 01:00:00,2020-04-01,2020-04-01 15:06:00,11.1,3.2,0.0,58,11.1,3.6,16,803,7.6,3.72,2020-04-01 15:00:00,0.0,ORD,2020-04-01 15:00:00,-60.0
980,UA,04/01/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-04-01 20:48:00,2020-04-01 00:00:00,2020-04-01,2020-04-01 20:48:00,0.1,-3.1,0.0,61,3.7,0.0,16,802,7.2,4.34,2020-04-01 20:45:00,0.0,SYR,2020-04-01 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-04-01 19:00:00,2020-04-01 01:00:00,2020-04-01,2020-04-01 18:00:00,9.6,1.5,0.0,57,9.6,1.6,16,802,5.6,4.47,2020-04-01 18:00:00,0.0,ORD,2020-04-01 18:00:00,-60.0
981,AA,04/01/2020,1662,ORD,21:40,00:00,106,0,0,0,0,0,0,0,0,2020-04-01 21:40:00,2020-04-01 00:00:00,2020-04-01,2020-04-01 21:40:00,-0.5,-3.2,0.0,64,2.9,0.0,16,802,6.2,3.72,2020-04-01 21:45:00,0.0,SYR,2020-04-01 21:45:00,SYR,18:54,00:00,106,0,0,0,0,0,0,0,0,2020-04-01 19:54:00,2020-04-01 01:00:00,2020-04-01,2020-04-01 18:54:00,8.3,1.7,0.0,63,8.3,1.4,16,802,4.09,4.09,2020-04-01 19:00:00,0.0,ORD,2020-04-01 19:00:00,-60.0
985,OO,04/02/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-02 10:55:00,2020-04-02 00:00:00,2020-04-02,2020-04-02 10:55:00,3.1,-2.8,0.0,49,7.2,3.5,16,803,11.3,7.7,2020-04-02 11:00:00,0.0,SYR,2020-04-02 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-02 09:04:00,2020-04-02 01:00:00,2020-04-02,2020-04-02 08:04:00,3.9,1.8,0.0,80,5.0,1.7,16,802,3.6,1.5,2020-04-02 08:00:00,0.0,ORD,2020-04-02 08:00:00,-60.0
986,OO,04/02/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-02 14:34:00,2020-04-02 00:00:00,2020-04-02,2020-04-02 14:34:00,9.4,-2.2,0.0,44,9.4,4.1,16,803,13.2,6.95,2020-04-02 14:30:00,0.0,SYR,2020-04-02 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-02 12:45:00,2020-04-02 01:00:00,2020-04-02,2020-04-02 11:45:00,13.3,0.3,0.0,41,13.3,5.5,16,802,6.2,3.1,2020-04-02 11:45:00,0.0,ORD,2020-04-02 11:45:00,-60.0
988,OO,04/02/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-04-02 17:55:00,2020-04-02 00:00:00,2020-04-02,2020-04-02 17:55:00,10.6,-2.4,0.0,40,10.6,0.8,16,804,10.3,6.2,2020-04-02 18:00:00,0.0,SYR,2020-04-02 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-04-02 16:06:00,2020-04-02 01:00:00,2020-04-02,2020-04-02 15:06:00,15.4,0.5,0.0,36,15.4,2.2,16,804,7.6,4.34,2020-04-02 15:00:00,0.0,ORD,2020-04-02 15:00:00,-60.0
992,UA,04/02/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-04-02 20:48:00,2020-04-02 00:00:00,2020-04-02,2020-04-02 20:48:00,7.5,-2.5,0.0,49,7.5,0.0,16,803,10.1,4.87,2020-04-02 20:45:00,0.0,SYR,2020-04-02 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-04-02 19:00:00,2020-04-02 01:00:00,2020-04-02,2020-04-02 18:00:00,13.2,-1.6,0.0,36,13.2,0.8,16,804,5.6,4.22,2020-04-02 18:00:00,0.0,ORD,2020-04-02 18:00:00,-60.0
994,AA,04/02/2020,1662,ORD,21:40,00:00,106,0,0,0,0,0,0,0,0,2020-04-02 21:40:00,2020-04-02 00:00:00,2020-04-02,2020-04-02 21:40:00,3.4,-2.2,0.0,54,6.4,0.0,16,802,10.0,4.22,2020-04-02 21:45:00,0.0,SYR,2020-04-02 21:45:00,SYR,18:54,00:00,106,0,0,0,0,0,0,0,0,2020-04-02 19:54:00,2020-04-02 01:00:00,2020-04-02,2020-04-02 18:54:00,12.8,-1.9,0.0,36,12.8,0.7,16,804,5.2,3.1,2020-04-02 19:00:00,0.0,ORD,2020-04-02 19:00:00,-60.0
997,OO,04/03/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-03 10:55:00,2020-04-03 00:00:00,2020-04-03,2020-04-03 10:55:00,2.9,4.3,0.5,88,6.1,1.7,16,804,9.2,4.59,2020-04-03 11:00:00,0.0,SYR,2020-04-03 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-03 09:04:00,2020-04-03 01:00:00,2020-04-03,2020-04-03 08:04:00,9.8,3.1,0.0,63,9.8,0.6,16,804,4.8,2.47,2020-04-03 08:00:00,0.0,ORD,2020-04-03 08:00:00,-60.0
998,OO,04/03/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-03 14:34:00,2020-04-03 00:00:00,2020-04-03,2020-04-03 14:34:00,3.6,5.2,0.0,87,7.2,1.9,9,804,8.0,6.2,2020-04-03 14:30:00,0.0,SYR,2020-04-03 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-03 12:45:00,2020-04-03 01:00:00,2020-04-03,2020-04-03 11:45:00,17.8,5.4,0.0,44,17.8,2.7,16,804,7.0,2.1,2020-04-03 11:45:00,0.0,ORD,2020-04-03 11:45:00,-60.0
1001,OO,04/03/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-04-03 17:55:00,2020-04-03 00:00:00,2020-04-03,2020-04-03 17:55:00,7.8,5.4,1.0,85,7.8,0.6,16,500,6.0,4.59,2020-04-03 18:00:00,0.0,SYR,2020-04-03 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-04-03 16:06:00,2020-04-03 01:00:00,2020-04-03,2020-04-03 15:06:00,18.5,4.9,0.0,38,19.5,2.6,16,804,7.6,4.09,2020-04-03 15:00:00,0.0,ORD,2020-04-03 15:00:00,-60.0
1004,UA,04/03/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-04-03 20:48:00,2020-04-03 00:00:00,2020-04-03,2020-04-03 20:48:00,4.5,4.9,0.0,88,6.7,0.0,16,804,4.2,3.1,2020-04-03 20:45:00,0.0,SYR,2020-04-03 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-04-03 19:00:00,2020-04-03 01:00:00,2020-04-03,2020-04-03 18:00:00,17.9,4.8,0.0,42,17.9,0.8,16,804,6.4,3.35,2020-04-03 18:00:00,0.0,ORD,2020-04-03 18:00:00,-60.0
1009,OO,04/04/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-04 10:55:00,2020-04-04 00:00:00,2020-04-04,2020-04-04 10:55:00,9.4,5.9,0.0,79,9.4,2.2,16,804,3.6,2.6,2020-04-04 11:00:00,0.0,SYR,2020-04-04 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-04 09:04:00,2020-04-04 01:00:00,2020-04-04,2020-04-04 08:04:00,-0.8,1.0,0.0,84,3.5,0.6,16,804,8.4,5.42,2020-04-04 08:00:00,0.0,ORD,2020-04-04 08:00:00,-60.0
1010,OO,04/04/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-04 14:34:00,2020-04-04 00:00:00,2020-04-04,2020-04-04 14:34:00,13.1,5.9,0.0,62,13.1,2.3,16,804,4.6,2.85,2020-04-04 14:30:00,0.0,SYR,2020-04-04 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-04 12:45:00,2020-04-04 01:00:00,2020-04-04,2020-04-04 11:45:00,2.1,1.1,0.0,79,4.4,2.1,16,804,8.0,2.6,2020-04-04 11:45:00,0.0,ORD,2020-04-04 11:45:00,-60.0
1012,OO,04/04/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-04-04 17:55:00,2020-04-04 00:00:00,2020-04-04,2020-04-04 17:55:00,12.8,5.9,0.0,63,12.8,0.8,16,804,4.8,4.09,2020-04-04 18:00:00,0.0,SYR,2020-04-04 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-04-04 16:06:00,2020-04-04 01:00:00,2020-04-04,2020-04-04 15:06:00,7.9,2.2,0.0,67,7.9,1.7,16,804,6.4,0.52,2020-04-04 15:00:00,0.0,ORD,2020-04-04 15:00:00,-60.0
1014,UA,04/04/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-04-04 20:48:00,2020-04-04 00:00:00,2020-04-04,2020-04-04 20:48:00,10.7,5.3,0.0,69,10.7,0.0,16,804,3.0,2.72,2020-04-04 20:45:00,0.0,SYR,2020-04-04 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-04-04 19:00:00,2020-04-04 01:00:00,2020-04-04,2020-04-04 18:00:00,7.9,1.5,0.0,64,7.9,1.4,16,803,6.0,3.47,2020-04-04 18:00:00,0.0,ORD,2020-04-04 18:00:00,-60.0
1015,AA,04/04/2020,1662,ORD,21:54,00:00,105,0,0,0,0,0,0,0,0,2020-04-04 21:54:00,2020-04-04 00:00:00,2020-04-04,2020-04-04 21:54:00,10.0,5.0,0.0,71,10.0,0.0,16,804,2.6,2.6,2020-04-04 22:00:00,0.0,SYR,2020-04-04 22:00:00,SYR,19:09,00:00,105,0,0,0,0,0,0,0,0,2020-04-04 20:09:00,2020-04-04 01:00:00,2020-04-04,2020-04-04 19:09:00,3.8,0.9,0.0,69,6.1,1.4,16,802,5.3,3.1,2020-04-04 19:15:00,0.0,ORD,2020-04-04 19:15:00,-60.0
1018,OO,04/05/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-05 10:55:00,2020-04-05 00:00:00,2020-04-05,2020-04-05 10:55:00,10.6,6.0,0.0,73,10.6,1.7,16,804,6.0,2.6,2020-04-05 11:00:00,0.0,SYR,2020-04-05 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-05 09:04:00,2020-04-05 01:00:00,2020-04-05,2020-04-05 08:04:00,0.1,0.3,0.0,76,4.2,0.8,16,804,7.6,5.37,2020-04-05 08:00:00,0.0,ORD,2020-04-05 08:00:00,-60.0
1020,OO,04/05/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-05 14:34:00,2020-04-05 00:00:00,2020-04-05,2020-04-05 14:34:00,12.2,5.6,0.0,64,12.2,2.0,16,804,9.2,5.7,2020-04-05 14:30:00,0.0,SYR,2020-04-05 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-05 12:45:00,2020-04-05 01:00:00,2020-04-05,2020-04-05 11:45:00,7.8,-2.8,0.0,47,7.8,2.7,16,804,9.3,5.7,2020-04-05 11:45:00,0.0,ORD,2020-04-05 11:45:00,-60.0
1022,OO,04/05/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-04-05 17:55:00,2020-04-05 00:00:00,2020-04-05,2020-04-05 17:55:00,11.1,2.7,0.0,56,11.1,0.8,16,804,8.4,5.7,2020-04-05 18:00:00,0.0,SYR,2020-04-05 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-04-05 16:06:00,2020-04-05 01:00:00,2020-04-05,2020-04-05 15:06:00,10.6,-7.1,0.0,28,10.6,4.7,16,802,7.6,3.85,2020-04-05 15:00:00,0.0,ORD,2020-04-05 15:00:00,-60.0
1030,OO,04/06/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-06 10:55:00,2020-04-06 00:00:00,2020-04-06,2020-04-06 10:55:00,9.4,-2.8,0.0,42,9.4,2.2,16,804,7.6,3.6,2020-04-06 11:00:00,0.0,SYR,2020-04-06 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-06 09:04:00,2020-04-06 01:00:00,2020-04-06,2020-04-06 08:04:00,4.3,2.2,0.0,78,5.7,0.8,16,804,5.6,1.9,2020-04-06 08:00:00,0.0,ORD,2020-04-06 08:00:00,-60.0
1032,OO,04/06/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-06 14:34:00,2020-04-06 00:00:00,2020-04-06,2020-04-06 14:34:00,12.8,-5.7,0.0,27,12.8,4.8,16,802,10.4,5.65,2020-04-06 14:30:00,0.0,SYR,2020-04-06 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-06 12:45:00,2020-04-06 01:00:00,2020-04-06,2020-04-06 11:45:00,15.6,1.7,0.0,39,15.6,2.8,16,804,8.2,6.2,2020-04-06 11:45:00,0.0,ORD,2020-04-06 11:45:00,-60.0
1034,OO,04/06/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-04-06 17:55:00,2020-04-06 00:00:00,2020-04-06,2020-04-06 17:55:00,12.2,-5.3,0.0,29,12.2,1.7,16,802,7.6,6.2,2020-04-06 18:00:00,0.0,SYR,2020-04-06 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-04-06 16:06:00,2020-04-06 01:00:00,2020-04-06,2020-04-06 15:06:00,16.3,5.8,0.0,50,16.3,1.8,16,804,6.8,4.09,2020-04-06 15:00:00,0.0,ORD,2020-04-06 15:00:00,-60.0
1036,UA,04/06/2020,1453,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-04-06 20:48:00,2020-04-06 00:00:00,2020-04-06,2020-04-06 20:48:00,8.9,-5.7,0.0,35,8.9,0.0,16,804,3.2,2.97,2020-04-06 20:45:00,0.0,SYR,2020-04-06 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-04-06 19:00:00,2020-04-06 01:00:00,2020-04-06,2020-04-06 18:00:00,17.5,8.4,0.5,55,17.5,0.7,16,804,4.8,2.7,2020-04-06 18:00:00,0.0,ORD,2020-04-06 18:00:00,-60.0
1038,MQ,04/06/2020,3618,ORD,22:16,00:00,107,0,0,0,0,0,0,0,0,2020-04-06 22:16:00,2020-04-06 00:00:00,2020-04-06,2020-04-06 22:16:00,9.0,-4.2,0.0,39,9.0,0.0,16,804,4.12,4.12,2020-04-06 22:15:00,0.0,SYR,2020-04-06 22:15:00,SYR,19:29,00:00,107,0,0,0,0,0,0,0,0,2020-04-06 20:29:00,2020-04-06 01:00:00,2020-04-06,2020-04-06 19:29:00,15.2,6.7,0.5,57,15.2,0.0,16,804,5.2,2.4,2020-04-06 19:30:00,0.0,ORD,2020-04-06 19:30:00,-60.0
1041,OO,04/07/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-07 10:55:00,2020-04-07 00:00:00,2020-04-07,2020-04-07 10:55:00,13.3,-1.8,0.0,35,13.3,3.7,16,803,7.6,3.1,2020-04-07 11:00:00,0.0,SYR,2020-04-07 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-07 09:04:00,2020-04-07 01:00:00,2020-04-07,2020-04-07 08:04:00,15.6,12.9,0.0,84,15.6,1.7,11,802,6.8,2.72,2020-04-07 08:00:00,0.0,ORD,2020-04-07 08:00:00,-60.0
1042,OO,04/07/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-07 14:34:00,2020-04-07 00:00:00,2020-04-07,2020-04-07 14:34:00,16.4,-2.1,0.0,28,16.4,4.0,16,803,8.2,2.54,2020-04-07 14:30:00,0.0,SYR,2020-04-07 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-07 12:45:00,2020-04-07 01:00:00,2020-04-07,2020-04-07 11:45:00,21.0,14.3,0.375,65,21.1,2.8,16,804,9.6,3.1,2020-04-07 11:45:00,0.0,ORD,2020-04-07 11:45:00,-60.0
1049,OO,04/08/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-08 10:55:00,2020-04-08 00:00:00,2020-04-08,2020-04-08 10:55:00,8.9,5.5,0.0,79,8.9,1.8,16,804,4.8,1.5,2020-04-08 11:00:00,0.0,SYR,2020-04-08 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-08 09:04:00,2020-04-08 01:00:00,2020-04-08,2020-04-08 08:04:00,12.2,9.8,0.0,85,12.2,0.6,10,804,3.2,1.5,2020-04-08 08:00:00,0.0,ORD,2020-04-08 08:00:00,-60.0
1050,OO,04/08/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-08 14:34:00,2020-04-08 00:00:00,2020-04-08,2020-04-08 14:34:00,10.3,5.3,0.0,71,10.3,2.0,16,804,8.8,2.6,2020-04-08 14:30:00,0.0,SYR,2020-04-08 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-08 12:45:00,2020-04-08 01:00:00,2020-04-08,2020-04-08 11:45:00,18.3,10.4,0.0,60,18.3,5.9,14,802,6.2,2.1,2020-04-08 11:45:00,0.0,ORD,2020-04-08 11:45:00,-60.0
1052,MQ,04/08/2020,3946,ORD,17:53,00:00,107,0,0,0,0,0,0,0,0,2020-04-08 17:53:00,2020-04-08 00:00:00,2020-04-08,2020-04-08 17:53:00,11.1,5.0,0.0,66,11.1,0.6,16,804,5.6,3.1,2020-04-08 18:00:00,0.0,SYR,2020-04-08 18:00:00,SYR,15:06,00:00,107,0,0,0,0,0,0,0,0,2020-04-08 16:06:00,2020-04-08 01:00:00,2020-04-08,2020-04-08 15:06:00,21.2,9.6,0.0,46,21.8,3.3,16,803,6.4,3.25,2020-04-08 15:00:00,0.0,ORD,2020-04-08 15:00:00,-60.0
1059,OO,04/09/2020,3287,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-04-09 14:34:00,2020-04-09 00:00:00,2020-04-09,2020-04-09 14:34:00,0.8,-0.4,0.0,63,6.2,2.1,16,804,17.5,11.35,2020-04-09 14:30:00,0.0,SYR,2020-04-09 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-04-09 12:45:00,2020-04-09 01:00:00,2020-04-09,2020-04-09 11:45:00,8.9,-6.1,0.0,34,8.9,4.7,16,803,17.5,11.8,2020-04-09 11:45:00,0.0,ORD,2020-04-09 11:45:00,-60.0
1061,MQ,04/09/2020,3946,ORD,17:53,00:00,107,0,0,0,0,0,0,0,0,2020-04-09 17:53:00,2020-04-09 00:00:00,2020-04-09,2020-04-09 17:53:00,7.8,-4.6,0.0,41,7.8,1.4,16,803,16.0,12.4,2020-04-09 18:00:00,0.0,SYR,2020-04-09 18:00:00,SYR,15:06,00:00,107,0,0,0,0,0,0,0,0,2020-04-09 16:06:00,2020-04-09 01:00:00,2020-04-09,2020-04-09 15:06:00,2.8,-6.1,0.0,38,7.2,2.3,16,804,16.8,8.85,2020-04-09 15:00:00,0.0,ORD,2020-04-09 15:00:00,-60.0
1067,OO,04/10/2020,3286,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-04-10 10:55:00,2020-04-10 00:00:00,2020-04-10,2020-04-10 10:55:00,-5.2,-0.7,0.5,88,1.1,1.8,1,600,13.4,8.8,2020-04-10 11:00:00,2.0,SYR,2020-04-10 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-04-10 09:04:00,2020-04-10 01:00:00,2020-04-10,2020-04-10 08:04:00,-2.4,-5.7,0.0,54,2.6,2.1,16,800,9.8,6.7,2020-04-10 08:00:00,0.0,ORD,2020-04-10 08:00:00,-60.0
